,ENSG00000042832,ENSG00000086548,ENSG00000122852,ENSG00000128422,ENSG00000129824,ENSG00000136352,ENSG00000157765,ENSG00000168878,ENSG00000185303,ENSG00000185479,ENSG00000186081,ENSG00000186832,ENSG00000186847,ENSG00000205420
0,-0.39065138086282564,-0.874771140812457,-0.6510310638639729,-1.3268898920595453,1.1058138238600097,-0.6716347959951453,-1.1174810039076117,-0.7218434563167572,-0.4756401794675911,-0.571603295273743,-0.07868026706999276,-0.9329952688443525,-0.8213087794333511,-0.7018247664800301
1,-0.5464505407144491,-1.0452014881507623,-0.6510310638639729,-0.846695245304703,1.2728458005621837,-0.8268156947238708,-0.5702263434679917,-0.758941725818419,-0.7267173859468216,-0.6781748600690441,-1.0417225889535329,-0.36560791893867445,-0.8213087794333511,-0.8843110196513256
2,-0.29470416688338896,-0.3340873329544334,-0.6510310638639729,-0.9016147009611978,1.1472188878458387,0.1538932983549231,-0.7456367589079249,-0.6868596961795842,-0.619298375320408,-0.5375454465524945,-0.6121760952568845,-0.7959927951050977,-0.8213087794333511,-0.7620387229762743
3,-0.36858608788767017,-1.0446705139831014,-0.6510310638639729,-0.009298416252145298,-0.1605634138344806,-0.6641788515832895,-0.35276465054055944,-0.7582102051476348,-0.557764550173257,-0.6781748600690441,0.41971034522250994,-0.10438656498201884,-0.6486225005614704,-0.03213568482903225
4,-0.3873232200154897,-1.1619285063264702,-0.6510310638639729,-1.2739125914477354,-0.1927247230177827,-0.8268156947238708,-1.0238655781274788,-0.7651346994891854,-0.1566992102762514,-0.6781748600690441,-0.22619075722645007,-0.9329952688443525,-0.8213087794333511,-0.7707100208402898
5,-0.4715263742790514,-1.045771772773323,-0.6510310638639729,-0.6953623637761172,1.2327863170330897,0.008161433623377545,-0.8019240450151958,-0.7890133252973999,-0.4925704777586943,-0.6781748600690441,-0.903775644082638,-0.6227117591659959,-0.7214140712802333,-0.8843110196513256
6,-0.5971660830298472,-1.045679401133942,-0.6510310638639729,-1.0752419063350378,1.0456882649497863,-0.6304108659167741,-0.7506377796364889,-0.6954121050945368,-0.1593506329011392,-0.6781748600690441,-0.745409423169332,-0.8250651888504436,-0.6500761413798913,-0.8843110196513256
7,-0.22312981740014257,-0.8560657464472566,-0.4521132885127654,-0.9789527532445258,-0.07925877193876935,-0.5895407613574581,-0.8614264356652238,-0.5513945751799929,-0.36111318104375084,-0.5436594513515149,-1.0417225889535329,-0.6490206775023529,-0.5352374843982959,-0.68499569288143
8,-0.5168681379781861,-1.0597771443679682,-0.5483914571002447,-0.9803752563474403,1.1381261233748814,-0.6849387694181962,-0.39286699235875305,-0.738684094399529,-0.30077271861179783,-0.6781748600690441,-0.8935977498735558,-0.6439421665282163,-0.7334586808799249,-0.7996669175350142
9,-0.6274176382598607,-1.1619285063264702,-0.6510310638639729,-1.1633836333728726,-0.21885825710598983,-0.8268156947238708,-1.127369965947538,-0.7396653459073956,-0.5927118092847049,-0.6781748600690441,-0.853101543107515,-0.9329952688443525,-0.8213087794333511,-0.775951977316528
10,-0.3718225737522651,-0.8897371571994332,-0.6510310638639729,-0.7916680592533246,-0.17603735054061578,-0.6685677153952502,-1.087628004063767,-0.6673528304530891,-0.7267173859468216,-0.5252862597007599,-0.6552755927151446,-0.09835036038429826,-0.723217936595621,-0.8843110196513256
11,-0.20309172740791687,-1.0297598774904164,-0.6510310638639729,-1.1139530680037506,-0.12281962178931573,-0.6964413646726904,-0.6689434294177243,-0.8146523783875624,-0.43217361438357504,-0.6781748600690441,-0.8511408835238057,-0.9329952688443525,-0.8213087794333511,-0.8843110196513256
12,-0.578341267577441,-1.1619285063264702,-0.6510310638639729,-0.38869305845691937,1.2261264557980827,-0.31679458165865126,-0.6223287842991181,-0.7334664000801981,-0.4400120947949544,-0.6781748600690441,-0.694359370359241,-0.3458638040598122,-0.6793328496462746,-0.8843110196513256
13,-0.25244110512303347,-1.1619285063264702,-0.6510310638639729,-0.9883217284160477,-0.23286834969926762,-0.6983326802307261,-0.549425400835111,-0.7134726588075869,-0.5932447408304315,-0.5540431754794884,-0.8538317162931999,-0.7631782664871314,-0.8213087794333511,-0.8843110196513256
14,-0.376309446175919,-1.0308308745528365,-0.5193068350830773,-0.7543890379400184,1.016236529141217,-0.5454633515441746,-0.2458178762474596,-0.35835899695695317,-0.3852119735561109,-0.5532365914236044,-0.8526435638889813,-0.32572735996267915,-0.5347026805653602,-0.6081643072491029
15,0.18205143751783026,-0.9062223992608397,-0.6510310638639729,-1.2467039558512982,1.1082137273220327,-0.46611750982762173,-0.7839294450505994,-0.7130529192498256,-0.5108457374904843,-0.6781748600690441,0.5280603576963918,-0.9329952688443525,-0.8213087794333511,-0.8843110196513256
16,-0.6079696027593139,-1.1619285063264702,-0.6510310638639729,-1.181951770009279,1.118656417416097,0.22091145990522967,-0.9749503263796957,-0.697793765525797,-0.5394218115612899,-0.6781748600690441,-0.5147767948356387,0.16480413649355483,-0.7296947670143258,-0.8843110196513256
17,-0.7366897138138341,-1.1619285063264702,-0.5103142199530436,-0.7888138313856339,1.4079148914504316,-0.05856580796040882,-0.9013497656697959,-0.7617831720034433,-0.583206276214516,-0.6781748600690441,-0.3209372699841233,-0.6041190491275065,-0.7008680548877185,-0.8843110196513256
18,-0.7378239989341441,-1.1619285063264702,-0.6510310638639729,-1.3719019533608128,1.1620050167292812,-0.8268156947238708,-1.0770633492027764,-0.9233502520786934,-0.5581349947892073,-0.6781748600690441,-0.22291534018623008,-0.8243699003497263,-0.8213087794333511,-0.8843110196513256
19,-0.6170112864343157,-1.0001751853063652,-0.6510310638639729,-0.527823962853773,-0.39435801018211913,-0.6672583092287957,-0.49303873686620786,-0.7903213918097872,-0.4052535265885555,-0.490396090913148,-0.7926969621267781,-0.4611222528251504,-0.5677183893908504,-0.8843110196513256
20,-0.5368340980253377,-1.1619285063264702,-0.6510310638639729,-0.8424499399794193,1.0974644159664615,-0.4469945516769621,-0.8475394018573332,-0.7872704426009353,-0.4895968582895812,-0.6781748600690441,-0.5507606814443692,-0.6726660978446948,-0.5801694511489395,-0.8843110196513256
21,-0.31337500506466925,-1.1619285063264702,-0.6510310638639729,-1.1879375187315449,-0.2947338316915819,-0.0028546746555384297,-0.9187088732188397,-0.6941250671485717,-0.6068846163247754,-0.487317468292567,0.0546638447567906,-0.6549089220528054,-0.7207399410729565,-0.787412334686059
22,-0.6053558517426506,-1.0617409412157948,-0.5503646401529256,-1.0947934852747165,-0.42287708635578,-0.4430659115212934,-0.935876140716329,-0.7818292124160692,-0.5821403401629412,-0.6781748600690441,-0.6054381397123721,-0.7097592214144839,-0.8213087794333511,-0.8843110196513256
23,-0.35415169443840133,-1.1619285063264702,-0.6510310638639729,-0.7040646065942594,1.3852884262937262,-0.6912726753220976,-0.9274850714124695,-0.8103430519890386,-0.52914066881507,-0.6781748600690441,-0.767739141133082,-0.48206721822096454,-0.619761088269668,-0.7704523797176944
24,-0.4374798661180991,-1.1619285063264702,-0.6510310638639729,-0.4978241772565709,1.0533558776076923,-0.4728807591429639,-0.9138345613446658,-0.8253775489081288,-0.3945533197415379,-0.6781748600690441,-0.6898688560312054,-0.5715532993543916,-0.718859120153509,-0.8843110196513256
25,-0.2730648393086041,-1.1619285063264702,-0.6510310638639729,-0.5907470776987682,1.085068332381502,-0.8268156947238708,-0.4050317982993904,-0.6698381183375052,-0.7267173859468216,-0.6781748600690441,-0.619179086869514,-0.646802295469824,-0.8213087794333511,-0.8843110196513256
26,-0.4901029113209364,-1.0573679552980877,-0.6510310638639729,-1.2684032885909535,1.3073282139737152,-0.5797103065701171,-1.0419164437325557,-0.7536800118612907,-0.5428192591047946,-0.5785268798777908,-0.3924431990884909,-0.9329952688443525,-0.8213087794333511,-0.8843110196513256
27,-0.4839163843716809,-0.9916624700380405,-0.47995122043552635,-1.0301566098956456,-0.2280963805252655,0.07667266122705342,-1.1369327644516611,-0.7528717336285398,-0.43139935341930696,-0.6781748600690441,-0.7483478711937028,-0.4957576767212074,-0.6748801094532456,-0.7432261091203022
28,0.05579165570785942,-1.0514076203974776,-0.6510310638639729,-1.0029856865033429,1.1445544428624788,-0.6398945397203527,-0.8299883919407546,-0.689791766022913,-0.6134631088035046,-0.5299808927691191,-0.43846525357247257,-0.8303834849552791,-0.8213087794333511,-0.7927318084181045
29,-0.5165566426518536,-0.5575331682441094,-0.6510310638639729,0.6431497726771882,1.3308916420469667,0.45403817019338527,-0.8681434667658545,-0.6549733410227739,-0.43404806736837614,-0.6781748600690441,-0.5144988018914142,0.08987170744979778,-0.31985953469033573,-0.7141381418854007
30,-0.50438972966678,-1.1619285063264702,-0.6510310638639729,-0.8922513532780801,1.1011261920430082,-0.6504501277052774,-0.84459214971323,-0.8027511821290196,-0.5160874994929066,-0.6781748600690441,-0.8309323598738316,-0.4700193467140442,-0.8213087794333511,-0.7628033097811847
31,-0.2952689817611621,-1.1619285063264702,-0.6510310638639729,-1.0927620730300145,1.3563119148741096,-0.36560055749886256,-0.5634978382276317,-0.9233502520786934,-0.3900618301440534,-0.5695030864105733,-0.47400320428760934,-0.7840885450942475,-0.8213087794333511,-0.7898247595105276
32,-0.3048966141084864,-1.1619285063264702,-0.6510310638639729,-1.035457777045703,1.283592560720089,-0.6320958765526055,-0.9554544548561494,-0.7159541849901111,-0.49438013737268616,-0.6781748600690441,-0.6795849334012957,-0.9329952688443525,-0.7222109952678231,-0.8843110196513256
33,-0.32165135390707966,-1.0028637084431387,-0.6510310638639729,-1.0601707724790639,1.1541398755435321,-0.8268156947238708,-0.8771257547568243,-0.5672292584113399,-0.4500706346570681,-0.420888977678091,-0.8137279361234049,-0.5522876023387367,0.5803103371372156,-0.8843110196513256
34,-0.34232422239277727,-0.9731654750718518,-0.4953963272702503,-0.9793422717489787,1.1162076715091735,-0.4561724764960034,-0.7725821506840708,-0.6757122510253863,-0.533285886765226,-0.6781748600690441,-0.6505795266387909,-0.6377828315475071,-0.8213087794333511,-0.7559632701572219
35,-0.4396949638749342,-1.0570177512848087,-0.6510310638639729,-1.1652899173274522,1.0707840800385655,-0.5995431885991894,-1.1901048725957344,-0.7166683622793638,-0.5422142771928998,-0.5374333784307296,-0.572485028171529,-0.7658298990247032,-0.8213087794333511,-0.8843110196513256
